ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Desconto_Pct,Metodo_Pagamento,Canal_Venda,Cidade,Estado,Valor_Bruto,Valor_Desconto,Valor_Total
2218,2025-11-18,1859,Perfume,Beleza,199.02,1,10.0,Cartão de Crédito,Marketplace,Ribeirão Preto,SP,199.02,19.902,179.118
2411,2025-11-18,2258,Halter,Esportes,114.16,4,5.0,Cartão de Crédito,App,Rio de Janeiro,RJ,456.64,22.832,433.808
2094,2025-11-18,1269,Jaqueta,Roupas,194.39,3,0.0,Cartão de Crédito,Site,Petrópolis,RJ,583.17,0.0,583.17
5829,2025-11-18,1088,Mesa,Casa,623.44,1,0.0,Cartão de Débito,App,Petrópolis,RJ,623.44,0.0,623.44
3315,2025-11-18,2347,Perfume,Beleza,179.46,1,5.0,Cartão de Débito,App,Campinas,SP,179.46,8.973,170.487
4188,2025-11-18,1541,Sabonete,Beleza,9.81,1,0.0,Pix,Marketplace,Ribeirão Preto,SP,9.81,0.0,9.81
4212,2025-11-19,2482,Sabonete,Beleza,8.67,2,0.0,Cartão de Crédito,Marketplace,Ribeirão Preto,SP,17.34,0.0,17.34
26,2025-11-19,1504,Bola,Esportes,70.725,1,0.0,Cartão de Crédito,Marketplace,Itabira,MG,70.725,0.0,70.725
3618,2025-11-19,2001,Celular,Eletrônicos,2036.9,1,0.0,Cartão de Débito,Marketplace,Niterói,RJ,2036.9,0.0,2036.9
836,2025-11-19,2132,Jaqueta,Roupas,246.98,2,15.0,Cartão de Crédito,App,Itabira,MG,493.96,74.094,419.866
596,2025-11-19,1248,Sabonete,Beleza,9.65,1,10.0,Boleto,App,São Paulo,SP,9.65,0.9650000000000001,8.685
3330,2025-11-19,2081,Luminária,Casa,95.56,3,5.0,Pix,App,Petrópolis,RJ,286.68,14.334000000000001,272.346
3287,2025-11-19,2194,Luminária,Casa,89.76,1,5.0,Cartão de Crédito,Site,Campinas,SP,89.76,4.488,85.272
2441,2025-11-19,2129,Almofada,Casa,45.175,2,0.0,Boleto,Marketplace,Ribeirão Preto,SP,90.35,0.0,90.35
4449,2025-11-19,1657,Tênis,Roupas,284.38,1,0.0,Cartão de Crédito,App,Belo Horizonte,MG,284.38,0.0,284.38
562,2025-11-19,2462,Sabonete,Beleza,10.02,1,0.0,Cartão de Crédito,App,Niterói,RJ,10.02,0.0,10.02
2104,2025-11-19,1005,Headset,Eletrônicos,231.41,1,0.0,Cartão de Crédito,Marketplace,Belo Horizonte,MG,231.41,0.0,231.41
3845,2025-11-19,2293,Hidratante,Beleza,37.38,1,10.0,Cartão de Crédito,App,Campos,RJ,37.38,3.7380000000000004,33.642
2063,2025-11-20,1773,Sabonete,Beleza,9.03,1,0.0,Boleto,App,Santos,SP,9.03,0.0,9.03
2867,2025-11-20,1366,Vestido,Roupas,170.51,1,5.0,Cartão de Débito,App,Belo Horizonte,MG,170.51,8.5255,161.9845
3017,2025-11-20,1180,Tapete,Casa,202.46,4,5.0,Cartão de Crédito,Marketplace,Campos,RJ,809.84,40.492000000000004,769.3480000000001
3075,2025-11-20,1190,Almofada,Casa,50.96,2,5.0,Pix,Site,Rio de Janeiro,RJ,101.92,5.096,96.824
3901,2025-11-20,2288,Luminária,Casa,89.655,1,0.0,Cartão de Crédito,App,Contagem,MG,89.655,0.0,89.655
5546,2025-11-20,1039,Tênis,Roupas,300.81,2,0.0,Cartão de Crédito,App,Ilhéus,BA,601.62,0.0,601.62
1248,2025-11-20,1509,Jaqueta,Roupas,220.06,1,10.0,Boleto,App,Petrópolis,RJ,220.06,22.006,198.054
2062,2025-11-20,2115,Vestido,Roupas,177.67,2,5.0,Cartão de Débito,Marketplace,Feira de Santana,BA,355.34,17.767,337.573
5477,2025-11-20,1025,Shampoo,Beleza,35.14,2,5.0,Cartão de Crédito,Site,Petrópolis,RJ,70.28,3.5140000000000002,66.766
3367,2025-11-20,2254,Almofada,Casa,45.175,1,15.0,Boleto,Site,Vitória da Conquista,BA,45.175,6.776249999999999,38.39875
4366,2025-11-20,1522,Perfume,Beleza,168.13,1,0.0,Cartão de Débito,App,Niterói,RJ,168.13,0.0,168.13
4567,2025-11-20,1042,Protetor Solar,Beleza,62.12,3,15.0,Pix,Marketplace,Campos,RJ,186.35999999999999,27.953999999999997,158.40599999999998
1820,2025-11-20,1545,Bicicleta,Esportes,1599.45,1,5.0,Pix,Site,Contagem,MG,1599.45,79.97250000000001,1519.4775
2308,2025-11-20,1012,Corda,Esportes,38.29,1,0.0,Pix,App,Campos,RJ,38.29,0.0,38.29
5475,2025-11-20,2420,Hidratante,Beleza,44.08,1,0.0,Cartão de Débito,Marketplace,Itabira,MG,44.08,0.0,44.08
4864,2025-11-20,1913,Boné,Roupas,53.61,2,0.0,Cartão de Crédito,App,Campos,RJ,107.22,0.0,107.22
4294,2025-11-20,1304,Shampoo,Beleza,30.3,3,0.0,Cartão de Débito,App,Salvador,BA,90.9,0.0,90.9
3149,2025-11-20,2014,Monitor,Eletrônicos,913.46,1,15.0,Cartão de Crédito,App,Rio de Janeiro,RJ,913.46,137.019,776.441
3215,2025-11-20,1014,Vestido,Roupas,202.52,4,0.0,Pix,Marketplace,Petrópolis,RJ,810.08,0.0,810.08
3808,2025-11-20,1293,Camiseta,Roupas,52.22,3,10.0,Cartão de Crédito,Site,Vitória da Conquista,BA,156.66,15.666,140.994
5151,2025-11-20,1896,Mouse,Eletrônicos,79.52,1,0.0,Cartão de Crédito,Marketplace,Feira de Santana,BA,79.52,0.0,79.52
156,2025-11-20,1075,Protetor Solar,Beleza,58.56,1,0.0,Boleto,Site,São Paulo,SP,58.56,0.0,58.56
5859,2025-11-20,1601,Luva,Esportes,63.78,3,0.0,Boleto,Marketplace,Itabira,MG,191.34,0.0,191.34
482,2025-11-20,2365,Celular,Eletrônicos,1637.31,1,0.0,Pix,Site,Ilhéus,BA,1637.31,0.0,1637.31
4082,2025-11-20,2327,Maquiagem,Beleza,108.62,2,5.0,Cartão de Crédito,App,Petrópolis,RJ,217.24,10.862000000000002,206.37800000000001
4581,2025-11-21,1765,Sabonete,Beleza,10.13,1,15.0,Cartão de Crédito,App,Feira de Santana,BA,10.13,1.5195,8.6105
4595,2025-11-21,1535,Shampoo,Beleza,36.29,2,0.0,Cartão de Débito,App,Rio de Janeiro,RJ,72.58,0.0,72.58
3616,2025-11-21,2310,Panela,Casa,139.67,2,15.0,Cartão de Débito,Site,Campinas,SP,279.34,41.900999999999996,237.43899999999996
457,2025-11-21,1551,Bola,Esportes,71.02,3,0.0,Cartão de Débito,Marketplace,Niterói,RJ,213.06,0.0,213.06
1053,2025-11-21,1887,Hidratante,Beleza,44.01,2,0.0,Cartão de Débito,Marketplace,Contagem,MG,88.02,0.0,88.02
2315,2025-11-21,1254,Cadeira,Casa,229.38,2,15.0,Cartão de Crédito,Marketplace,Petrópolis,RJ,458.76,68.814,389.946
1906,2025-11-21,2230,Maquiagem,Beleza,85.77,3,0.0,Pix,Marketplace,Ribeirão Preto,SP,257.31,0.0,257.31
954,2025-11-21,2115,Garrafa Térmica,Esportes,49.39,2,15.0,Boleto,Site,Belo Horizonte,MG,98.78,14.817,83.963
5414,2025-11-21,2397,Mesa,Casa,671.56,1,0.0,Cartão de Débito,Marketplace,Contagem,MG,671.56,0.0,671.56
1639,2025-11-21,1239,Celular,Eletrônicos,1563.81,4,10.0,Cartão de Débito,Marketplace,Vitória da Conquista,BA,6255.24,625.524,5629.715999999999
4058,2025-11-21,1499,Bola,Esportes,62.83,2,0.0,Pix,App,Vitória da Conquista,BA,125.66,0.0,125.66
4102,2025-11-21,1232,Perfume,Beleza,164.14,1,0.0,Cartão de Crédito,Marketplace,Salvador,BA,164.14,0.0,164.14
4760,2025-11-21,2411,Cadeira,Casa,259.45,1,15.0,Pix,Marketplace,Petrópolis,RJ,259.45,38.9175,220.5325
1007,2025-11-21,2454,Protetor Solar,Beleza,53.97,1,5.0,Pix,Marketplace,Niterói,RJ,53.97,2.6985,51.271499999999996
3583,2025-11-21,1557,Perfume,Beleza,155.37,1,0.0,Cartão de Débito,Site,Betim,MG,155.37,0.0,155.37
5752,2025-11-21,1119,Panela,Casa,156.2,1,0.0,Cartão de Crédito,App,Santos,SP,156.2,0.0,156.2
5582,2025-11-21,2381,Luminária,Casa,98.69,2,5.0,Cartão de Crédito,Marketplace,Contagem,MG,197.38,9.869,187.511
4026,2025-11-21,1669,Sabonete,Beleza,9.85,1,0.0,Boleto,Site,Petrópolis,RJ,9.85,0.0,9.85
1703,2025-11-21,1113,Maquiagem,Beleza,93.29,1,0.0,Boleto,Site,Campinas,SP,93.29,0.0,93.29
2132,2025-11-21,2009,Cadeira,Casa,250.03,1,0.0,Pix,Marketplace,Belo Horizonte,MG,250.03,0.0,250.03
1272,2025-11-22,1727,Calça,Roupas,110.39,2,0.0,Cartão de Crédito,Site,Ilhéus,BA,220.78,0.0,220.78
2155,2025-11-22,1794,Teclado,Eletrônicos,147.26,1,5.0,Boleto,App,Ilhéus,BA,147.26,7.3629999999999995,139.897
5225,2025-11-22,2419,Perfume,Beleza,180.35000000000002,1,15.0,Cartão de Débito,App,Campinas,SP,180.35000000000002,27.052500000000002,153.2975
4104,2025-11-22,1531,Camiseta,Roupas,57.44,2,0.0,Cartão de Crédito,Site,Vitória da Conquista,BA,114.88,0.0,114.88
3449,2025-11-22,1076,Luminária,Casa,78.91,2,0.0,Pix,App,Belo Horizonte,MG,157.82,0.0,157.82
5074,2025-11-22,1594,Luminária,Casa,95.25,1,0.0,Cartão de Débito,Site,Salvador,BA,95.25,0.0,95.25
252,2025-11-22,2391,Teclado,Eletrônicos,144.34,2,10.0,Pix,App,Ribeirão Preto,SP,288.68,28.868000000000002,259.812
5474,2025-11-22,1519,Sabonete,Beleza,11.02,1,5.0,Boleto,App,Feira de Santana,BA,11.02,0.551,10.469
3483,2025-11-22,1350,Corda,Esportes,37.52,1,10.0,Pix,App,Petrópolis,RJ,37.52,3.7520000000000007,33.768
2839,2025-11-22,1166,Bola,Esportes,69.85,2,0.0,Cartão de Débito,Marketplace,Salvador,BA,139.7,0.0,139.7
4071,2025-11-22,2256,Camiseta,Roupas,52.39,1,10.0,Cartão de Débito,Marketplace,Rio de Janeiro,RJ,52.39,5.239000000000001,47.150999999999996
5851,2025-11-22,2332,Tapete,Casa,202.46,1,0.0,Pix,Site,Campos,RJ,202.46,0.0,202.46
139,2025-11-22,2359,Garrafa Térmica,Esportes,46.02,4,0.0,Pix,App,Niterói,RJ,184.08,0.0,184.08
5572,2025-11-22,1212,Perfume,Beleza,195.75,4,5.0,Cartão de Débito,Site,Santos,SP,783.0,39.150000000000006,743.85
5956,2025-11-22,1629,Bicicleta,Esportes,1684.28,1,5.0,Cartão de Débito,Site,Campinas,SP,1684.28,84.214,1600.066
4949,2025-11-22,1381,Mouse,Eletrônicos,79.52,3,15.0,Pix,Site,Niterói,RJ,238.56,35.784,202.776
1109,2025-11-23,2106,Panela,Casa,119.68,2,0.0,Cartão de Crédito,Marketplace,Petrópolis,RJ,239.36,0.0,239.36
3148,2025-11-23,1446,Luva,Esportes,68.76,4,15.0,Cartão de Débito,Site,Campinas,SP,275.04,41.256,233.78400000000002
5796,2025-11-23,2248,Garrafa Térmica,Esportes,50.65,4,15.0,Cartão de Débito,Marketplace,Feira de Santana,BA,202.6,30.389999999999997,172.21
5792,2025-11-23,2145,Sabonete,Beleza,10.12,2,0.0,Cartão de Débito,App,Salvador,BA,20.24,0.0,20.24
2663,2025-11-23,2132,Teclado,Eletrônicos,143.52,4,0.0,Cartão de Crédito,Site,Campos,RJ,574.08,0.0,574.08
2531,2025-11-23,2084,Corda,Esportes,35.47,1,5.0,Pix,Site,Itabira,MG,35.47,1.7735,33.6965
4661,2025-11-23,1749,Jaqueta,Roupas,220.06,1,5.0,Cartão de Crédito,App,Campinas,SP,220.06,11.003,209.05700000000002
741,2025-11-23,1621,Calça,Roupas,130.57,1,10.0,Pix,Site,Salvador,BA,130.57,13.057,117.51299999999999
324,2025-11-23,2500,Teclado,Eletrônicos,129.67,2,0.0,Cartão de Débito,Site,Belo Horizonte,MG,259.34,0.0,259.34
447,2025-11-23,1239,Teclado,Eletrônicos,150.14,1,5.0,Boleto,Marketplace,Belo Horizonte,MG,150.14,7.507,142.63299999999998
3920,2025-11-23,1558,Tapete,Casa,202.46,1,0.0,Cartão de Crédito,Marketplace,Salvador,BA,202.46,0.0,202.46
5122,2025-11-23,2140,Mesa,Casa,655.855,1,0.0,Cartão de Crédito,Site,Rio de Janeiro,RJ,655.855,0.0,655.855
1337,2025-11-23,1490,Luva,Esportes,55.43,1,0.0,Cartão de Débito,Site,Contagem,MG,55.43,0.0,55.43
1223,2025-11-24,1950,Shampoo,Beleza,35.34,1,5.0,Pix,Marketplace,Rio de Janeiro,RJ,35.34,1.7670000000000003,33.573
1536,2025-11-24,1851,Notebook,Eletrônicos,3665.33,1,15.0,Pix,App,Niterói,RJ,3665.33,549.7995,3115.5305
2237,2025-11-24,1788,Notebook,Eletrônicos,3564.86,2,0.0,Cartão de Crédito,App,Betim,MG,7129.72,0.0,7129.72
3031,2025-11-24,1116,Corda,Esportes,38.58,2,0.0,Cartão de Débito,Marketplace,Betim,MG,77.16,0.0,77.16
4215,2025-11-24,2262,Notebook,Eletrônicos,3564.86,2,10.0,Pix,Site,Ribeirão Preto,SP,7129.72,712.9720000000001,6416.7480000000005
5780,2025-11-24,1257,Mesa,Casa,657.77,1,5.0,Cartão de Débito,Marketplace,Salvador,BA,657.77,32.8885,624.8815
5355,2025-11-24,1388,Hidratante,Beleza,35.7,1,0.0,Boleto,Marketplace,Feira de Santana,BA,35.7,0.0,35.7
2364,2025-11-24,1797,Shampoo,Beleza,30.9,2,0.0,Boleto,Marketplace,Santos,SP,61.8,0.0,61.8
3260,2025-11-24,1794,Tapete,Casa,206.53,1,0.0,Cartão de Crédito,Site,Feira de Santana,BA,206.53,0.0,206.53
2850,2025-11-24,1606,Vestido,Roupas,189.89,1,0.0,Boleto,App,Ribeirão Preto,SP,189.89,0.0,189.89
5874,2025-11-24,2405,Celular,Eletrônicos,1802.35,1,5.0,Cartão de Crédito,Marketplace,Salvador,BA,1802.35,90.1175,1712.2324999999998
2099,2025-11-24,1404,Panela,Casa,144.53,1,5.0,Boleto,Site,Ribeirão Preto,SP,144.53,7.226500000000001,137.3035
3338,2025-11-24,1264,Hidratante,Beleza,39.54,2,15.0,Cartão de Débito,Site,Contagem,MG,79.08,11.862,67.218
1691,2025-11-24,1273,Luminária,Casa,95.6,1,10.0,Pix,Site,Campinas,SP,95.6,9.56,86.03999999999999
4603,2025-11-24,1211,Protetor Solar,Beleza,60.07,3,0.0,Cartão de Crédito,Site,Salvador,BA,180.21,0.0,180.21
5082,2025-11-24,2381,Headset,Eletrônicos,246.49,1,0.0,Boleto,App,Betim,MG,246.49,0.0,246.49
5698,2025-11-24,2027,Celular,Eletrônicos,1826.14,2,10.0,Cartão de Crédito,Site,Campos,RJ,3652.28,365.22800000000007,3287.052
3417,2025-11-24,1999,Tapete,Casa,184.84,1,0.0,Pix,App,Feira de Santana,BA,184.84,0.0,184.84
3518,2025-11-24,1459,Calça,Roupas,126.95,1,0.0,Cartão de Crédito,App,Salvador,BA,126.95,0.0,126.95
2926,2025-11-24,1294,Teclado,Eletrônicos,128.07,2,10.0,Boleto,Marketplace,Feira de Santana,BA,256.14,25.614,230.52599999999998
3591,2025-11-24,1145,Teclado,Eletrônicos,146.4,2,10.0,Boleto,Marketplace,Petrópolis,RJ,292.8,29.28,263.52
4672,2025-11-24,1215,Luminária,Casa,89.655,1,0.0,Cartão de Crédito,App,Feira de Santana,BA,89.655,0.0,89.655
5568,2025-11-24,2200,Hidratante,Beleza,34.04,2,0.0,Boleto,Marketplace,Rio de Janeiro,RJ,68.08,0.0,68.08
2946,2025-11-25,2028,Almofada,Casa,42.46,1,5.0,Boleto,App,Contagem,MG,42.46,2.123,40.337
1367,2025-11-25,1308,Garrafa Térmica,Esportes,46.01,1,0.0,Cartão de Débito,App,Ribeirão Preto,SP,46.01,0.0,46.01
910,2025-11-25,1651,Corda,Esportes,39.16,2,10.0,Cartão de Débito,Site,Rio de Janeiro,RJ,78.32,7.832,70.488
4282,2025-11-25,1481,Panela,Casa,141.7,3,0.0,Cartão de Débito,Site,Campos,RJ,425.09999999999997,0.0,425.09999999999997
3026,2025-11-25,1947,Monitor,Eletrônicos,976.1,2,5.0,Boleto,App,Petrópolis,RJ,1952.2,97.61000000000001,1854.5900000000001
1029,2025-11-25,1059,Almofada,Casa,50.91,1,5.0,Pix,Site,Contagem,MG,50.91,2.5455,48.3645
1693,2025-11-25,1948,Halter,Esportes,131.57,4,0.0,Boleto,Site,Feira de Santana,BA,526.28,0.0,526.28
689,2025-11-25,1635,Halter,Esportes,117.98,4,0.0,Cartão de Débito,App,Itabira,MG,471.92,0.0,471.92
2653,2025-11-25,1852,Boné,Roupas,43.57,2,0.0,Cartão de Crédito,Marketplace,Rio de Janeiro,RJ,87.14,0.0,87.14
798,2025-11-25,1477,Headset,Eletrônicos,219.69,1,0.0,Cartão de Crédito,App,Vitória da Conquista,BA,219.69,0.0,219.69
4536,2025-11-25,1682,Monitor,Eletrônicos,1026.59,1,0.0,Cartão de Crédito,Site,Santos,SP,1026.59,0.0,1026.59
1374,2025-11-25,1704,Bicicleta,Esportes,1512.97,1,5.0,Boleto,Site,Betim,MG,1512.97,75.6485,1437.3215
4386,2025-11-25,2340,Bola,Esportes,76.26,3,0.0,Pix,Marketplace,São Paulo,SP,228.78000000000003,0.0,228.78000000000003
5064,2025-11-25,1361,Corda,Esportes,32.13,3,10.0,Cartão de Crédito,Site,Betim,MG,96.39000000000001,9.639000000000003,86.751
2235,2025-11-25,1753,Mesa,Casa,631.31,1,0.0,Boleto,Marketplace,Feira de Santana,BA,631.31,0.0,631.31
5451,2025-11-25,1766,Calça,Roupas,111.47,4,0.0,Boleto,Site,Itabira,MG,445.88,0.0,445.88
325,2025-11-25,2333,Sabonete,Beleza,10.13,4,0.0,Pix,Site,Salvador,BA,40.52,0.0,40.52
3748,2025-11-25,2294,Tênis,Roupas,319.56,1,5.0,Cartão de Crédito,Marketplace,Ilhéus,BA,319.56,15.978000000000002,303.582
4481,2025-11-26,1986,Tênis,Roupas,286.82,3,5.0,Cartão de Débito,App,Contagem,MG,860.46,43.023,817.437
3240,2025-11-26,1843,Cadeira,Casa,250.03,1,10.0,Cartão de Débito,Site,Itabira,MG,250.03,25.003,225.027
3631,2025-11-26,1447,Bola,Esportes,70.725,1,10.0,Pix,Marketplace,Campos,RJ,70.725,7.0725,63.652499999999996
3099,2025-11-26,2141,Mouse,Eletrônicos,81.07,1,0.0,Cartão de Débito,Marketplace,Betim,MG,81.07,0.0,81.07
449,2025-11-26,2386,Monitor,Eletrônicos,936.09,1,0.0,Pix,App,Betim,MG,936.09,0.0,936.09
3911,2025-11-26,1902,Cadeira,Casa,236.15,3,0.0,Cartão de Crédito,Marketplace,Salvador,BA,708.45,0.0,708.45
4758,2025-11-26,1649,Headset,Eletrônicos,240.86,4,0.0,Cartão de Débito,Marketplace,Belo Horizonte,MG,963.44,0.0,963.44
3241,2025-11-26,2249,Luva,Esportes,60.65,1,0.0,Pix,Marketplace,Salvador,BA,60.65,0.0,60.65
3750,2025-11-26,1577,Almofada,Casa,45.175,1,5.0,Cartão de Crédito,App,Feira de Santana,BA,45.175,2.25875,42.91625
77,2025-11-26,1557,Garrafa Térmica,Esportes,47.55,2,5.0,Cartão de Débito,App,Betim,MG,95.1,4.755,90.345
4705,2025-11-26,1081,Luva,Esportes,59.28,2,0.0,Cartão de Crédito,Marketplace,Salvador,BA,118.56,0.0,118.56
2083,2025-11-26,2477,Camiseta,Roupas,58.04,1,10.0,Pix,Site,Niterói,RJ,58.04,5.804,52.236
1241,2025-11-26,2039,Halter,Esportes,134.93,2,0.0,Cartão de Crédito,App,Betim,MG,269.86,0.0,269.86
417,2025-11-26,2322,Sabonete,Beleza,10.16,3,0.0,Cartão de Crédito,App,Campos,RJ,30.48,0.0,30.48
1025,2025-11-26,1862,Luminária,Casa,77.76,2,0.0,Cartão de Crédito,Site,Vitória da Conquista,BA,155.52,0.0,155.52
5636,2025-11-26,1273,Panela,Casa,121.77,1,15.0,Pix,App,São Paulo,SP,121.77,18.2655,103.5045
2355,2025-11-27,1816,Protetor Solar,Beleza,55.39,4,0.0,Boleto,App,Campos,RJ,221.56,0.0,221.56
1515,2025-11-27,1307,Tapete,Casa,174.93,4,0.0,Cartão de Débito,App,Belo Horizonte,MG,699.72,0.0,699.72
1159,2025-11-27,2257,Tapete,Casa,187.41,3,10.0,Boleto,Marketplace,Campinas,SP,562.23,56.223000000000006,506.007
2310,2025-11-27,2277,Teclado,Eletrônicos,139.47,1,0.0,Cartão de Crédito,Site,Betim,MG,139.47,0.0,139.47
752,2025-11-27,2278,Teclado,Eletrônicos,147.26,1,15.0,Cartão de Débito,Marketplace,Vitória da Conquista,BA,147.26,22.089,125.17099999999999
1746,2025-11-27,2496,Almofada,Casa,51.43,1,0.0,Boleto,Marketplace,Belo Horizonte,MG,51.43,0.0,51.43
2699,2025-11-27,1053,Monitor,Eletrônicos,1010.21,1,0.0,Pix,Marketplace,Campos,RJ,1010.21,0.0,1010.21
673,2025-11-27,2110,Luva,Esportes,59.82,1,0.0,Boleto,Marketplace,Campos,RJ,59.82,0.0,59.82
4384,2025-11-27,1584,Boné,Roupas,55.03,1,15.0,Cartão de Débito,App,Itabira,MG,55.03,8.2545,46.7755
5216,2025-11-27,2049,Calça,Roupas,119.06,2,15.0,Pix,Marketplace,Ribeirão Preto,SP,238.12,35.717999999999996,202.40200000000002
3006,2025-11-27,2188,Cadeira,Casa,245.19,1,0.0,Cartão de Débito,Site,Salvador,BA,245.19,0.0,245.19
2425,2025-11-28,1832,Corda,Esportes,37.74,4,0.0,Cartão de Crédito,Site,Santos,SP,150.96,0.0,150.96
3516,2025-11-28,1121,Tênis,Roupas,329.14,1,0.0,Boleto,Marketplace,Petrópolis,RJ,329.14,0.0,329.14
4729,2025-11-28,2207,Protetor Solar,Beleza,60.38,1,0.0,Boleto,Marketplace,Betim,MG,60.38,0.0,60.38
574,2025-11-28,1015,Luva,Esportes,59.83,1,5.0,Cartão de Débito,Marketplace,Niterói,RJ,59.83,2.9915000000000003,56.838499999999996
3245,2025-11-28,1795,Bicicleta,Esportes,1389.7,3,5.0,Cartão de Débito,Site,Ribeirão Preto,SP,4169.1,208.45500000000004,3960.6450000000004
425,2025-11-28,1997,Mesa,Casa,711.86,2,10.0,Cartão de Débito,Marketplace,Ilhéus,BA,1423.72,142.372,1281.348
4335,2025-11-28,1394,Luva,Esportes,59.83,1,0.0,Cartão de Crédito,App,Betim,MG,59.83,0.0,59.83
3225,2025-11-28,1267,Boné,Roupas,53.66,2,10.0,Cartão de Crédito,Marketplace,Salvador,BA,107.32,10.732,96.588
3119,2025-11-28,1728,Mouse,Eletrônicos,81.06,1,0.0,Cartão de Débito,Marketplace,Feira de Santana,BA,81.06,0.0,81.06
3910,2025-11-28,2142,Shampoo,Beleza,37.9,1,0.0,Cartão de Débito,App,Ribeirão Preto,SP,37.9,0.0,37.9
5853,2025-11-28,1449,Protetor Solar,Beleza,54.87,1,0.0,Cartão de Débito,Site,Santos,SP,54.87,0.0,54.87
904,2025-11-28,1781,Cadeira,Casa,253.74,1,15.0,Pix,App,Salvador,BA,253.74,38.061,215.679
5435,2025-11-28,1312,Protetor Solar,Beleza,46.83,1,15.0,Boleto,Marketplace,Feira de Santana,BA,46.83,7.0245,39.805499999999995
1654,2025-11-28,1896,Jaqueta,Roupas,220.06,4,0.0,Pix,App,Campos,RJ,880.24,0.0,880.24
5328,2025-11-28,1848,Celular,Eletrônicos,1826.14,1,0.0,Cartão de Crédito,Marketplace,Itabira,MG,1826.14,0.0,1826.14
163,2025-11-28,1066,Camiseta,Roupas,59.4,2,0.0,Pix,Marketplace,Petrópolis,RJ,118.8,0.0,118.8
456,2025-11-28,2380,Tênis,Roupas,317.03,1,15.0,Pix,App,Ilhéus,BA,317.03,47.5545,269.47549999999995
3603,2025-11-28,2171,Luva,Esportes,56.71,2,0.0,Pix,Marketplace,Feira de Santana,BA,113.42,0.0,113.42
2061,2025-11-29,1804,Jaqueta,Roupas,212.07,3,0.0,Cartão de Crédito,Marketplace,Belo Horizonte,MG,636.21,0.0,636.21
4998,2025-11-29,1869,Halter,Esportes,122.61,3,5.0,Boleto,App,Salvador,BA,367.83,18.3915,349.4385
5514,2025-11-29,2036,Halter,Esportes,143.48,1,15.0,Pix,App,Ribeirão Preto,SP,143.48,21.522,121.958
4503,2025-11-29,1117,Shampoo,Beleza,31.13,3,5.0,Cartão de Débito,Marketplace,Vitória da Conquista,BA,93.39,4.6695,88.7205
2000,2025-11-29,2228,Halter,Esportes,145.51,1,15.0,Cartão de Crédito,Marketplace,Santos,SP,145.51,21.8265,123.6835
4091,2025-11-29,2305,Bola,Esportes,75.7,1,0.0,Boleto,Site,Campos,RJ,75.7,0.0,75.7
1386,2025-11-29,2239,Monitor,Eletrônicos,985.74,3,15.0,Pix,App,Ribeirão Preto,SP,2957.2200000000003,443.583,2513.637
5329,2025-11-29,2067,Bicicleta,Esportes,1548.56,3,10.0,Boleto,Site,Vitória da Conquista,BA,4645.68,464.56800000000004,4181.112
3374,2025-11-29,1432,Garrafa Térmica,Esportes,46.02,1,10.0,Boleto,App,São Paulo,SP,46.02,4.602,41.418000000000006
1514,2025-11-29,1688,Halter,Esportes,119.99,4,5.0,Pix,Marketplace,Santos,SP,479.96,23.998,455.962
5530,2025-11-29,1753,Luva,Esportes,59.83,3,5.0,Boleto,App,Betim,MG,179.49,8.9745,170.5155
1807,2025-11-29,1373,Notebook,Eletrônicos,3852.07,1,0.0,Cartão de Crédito,App,Betim,MG,3852.07,0.0,3852.07
160,2025-11-29,1671,Perfume,Beleza,170.35,4,10.0,Boleto,App,Santos,SP,681.4,68.14,613.26
4151,2025-11-29,2059,Bicicleta,Esportes,1718.23,1,0.0,Pix,Site,Contagem,MG,1718.23,0.0,1718.23
5992,2025-11-29,1356,Maquiagem,Beleza,94.31,1,5.0,Boleto,App,Vitória da Conquista,BA,94.31,4.7155000000000005,89.5945
5251,2025-11-29,1685,Perfume,Beleza,198.36,3,0.0,Cartão de Crédito,App,Itabira,MG,595.08,0.0,595.08
1913,2025-11-29,1297,Mesa,Casa,699.48,1,0.0,Pix,Site,Campos,RJ,699.48,0.0,699.48
5555,2025-11-30,1450,Vestido,Roupas,178.345,1,15.0,Pix,Marketplace,Ribeirão Preto,SP,178.345,26.751749999999998,151.59325
1192,2025-11-30,1185,Garrafa Térmica,Esportes,47.21,2,10.0,Boleto,Site,Campinas,SP,94.42,9.442,84.97800000000001
2963,2025-11-30,1978,Hidratante,Beleza,39.54,2,15.0,Cartão de Débito,Site,Salvador,BA,79.08,11.862,67.218
2261,2025-11-30,2218,Tênis,Roupas,279.24,2,15.0,Cartão de Débito,Marketplace,Petrópolis,RJ,558.48,83.772,474.708
4960,2025-11-30,2168,Sabonete,Beleza,11.39,4,0.0,Cartão de Débito,App,São Paulo,SP,45.56,0.0,45.56
3842,2025-11-30,2333,Headset,Eletrônicos,246.49,1,0.0,Boleto,App,Campos,RJ,246.49,0.0,246.49
1368,2025-11-30,2086,Shampoo,Beleza,34.95,1,0.0,Cartão de Crédito,Marketplace,Ilhéus,BA,34.95,0.0,34.95
35,2025-11-30,1367,Luva,Esportes,66.87,1,0.0,Boleto,App,Campinas,SP,66.87,0.0,66.87
1269,2025-11-30,2381,Mouse,Eletrônicos,79.52,3,5.0,Boleto,Marketplace,Santos,SP,238.56,11.928,226.632
